node_id,consumption,con_rx,con_tx,con_standby,con_sleep,sink_rx_suc,sink_tx_suc,sink_delay_avg,rx_all_p,rx_suc_p,rx_fail_per,rx_fail_col,rx_fail_adr,rx_fail_dup,rx_fail_mis,rx_fail_buf,rx_buf_max,gen_p,tx_all_p,tx_suc_p,tx_fail_per,tx_fail_col,tx_fail_adr,tx_fail_dup,tx_fail_mis,tx_fail_buf,links
Network,16.162298592578352,1.8411243865136517,2.7043613342624995,0.004495128660000038,0.017321447754040997,2,3,34.67161245907497,39,11,10,0,0,18,0,0,3,4,13,11,10,0,0,18,0,0,
0,2335.1128654113268,1637.823860783983,676.0903335656249,4.134588480000096,17.06408258170371,0,0,0,12,2,4,0,0,6,0,0,0,1,1; 3,3,0,0,0,0,0,0,|{'1': 1, '2': 1, '3': 1}|
1,4356.141810292165,1630.0647314202631,2704.3613342624994,4.449545100000044,17.2661995094992,1,1,75207148.78827286,9,3,1,0,0,5,0,0,3,1,4; 12,3,3,0,0,6,0,0,|{'0': 2, '2': 3, '3': 4}|
2,4903.741619684766,2178.1902028267787,2704.3613342624994,4.387026600000048,16.803055995584643,1,1,28807688.588952065,9,3,4,0,0,2,0,0,2,1,4; 12,3,3,0,0,6,0,0,|{'0': 3, '1': 3, '3': 3}|
3,4567.302297190095,1841.1243865136516,2704.3613342624994,4.495128660000038,17.321447754040996,0,1,0,9,3,1,0,0,5,0,0,3,1,4; 12,2,4,0,0,6,0,0,|{'0': 3, '1': 4, '2': 1}|
