node_id,consumption,con_rx,con_tx,con_standby,con_sleep,sink_rx_suc,sink_tx_suc,sink_delay_avg,rx_all_p,rx_suc_p,rx_fail_per,rx_fail_col,rx_fail_adr,rx_fail_dup,rx_fail_mis,rx_fail_buf,rx_buf_max,gen_p,tx_all_p,tx_suc_p,tx_fail_per,tx_fail_col,tx_fail_adr,tx_fail_dup,tx_fail_mis,tx_fail_buf,links
Network,16.173320948902813,1.841280321561869,2.7043613342624995,0.004492283400000039,0.017321438335772637,3,3,20.249760999304133,39,12,8,0,0,19,0,0,4,4,13,12,8,0,0,19,0,0,
0,2345.9821390104657,1648.6768433842326,676.0903335656249,4.151541240000093,17.063420820592583,0,0,0,12,3,2,0,0,7,0,0,0,1,1; 3,3,0,0,0,0,0,0,|{'1': 1, '2': 1, '3': 1}|
1,4356.227801161877,1630.1564173979918,2704.3613342624994,4.443854580000045,17.26619492148252,1,1,11631875.620188713,9,3,3,0,0,3,0,0,3,1,4; 12,3,3,0,0,6,0,0,|{'0': 3, '2': 3, '3': 3}|
2,4903.655631170427,2178.0985192045628,2704.3613342624994,4.3927171200000465,16.803060583459853,1,1,28807688.608788967,9,3,2,0,0,4,0,0,4,1,4; 12,3,1,0,0,8,0,0,|{'0': 4, '1': 3, '3': 4}|
3,4567.455377560045,1841.280321561869,2704.3613342624994,4.492283400000039,17.321438335772637,1,1,20309718.768934727,9,3,1,0,0,5,0,0,3,1,4; 12,3,4,0,0,5,0,0,|{'0': 3, '1': 2, '2': 3}|
